11,2014,2.68,45,62,9,10094
21,1992,2.67,65,44,2,2640
4,2010,2.67,79,51,7.7,18
4,2009,2.67,83,58,8.7,52
7,2005,2.67,77,39,8.2,69
13,1998,2.67,92,17,8.6,80
14,2004,2.66,85,87,8.5,268
5,2008,2.66,85,67,6.3,171
18,2016,2.65,84,50,5.5,201
4,2006,2.65,65,99,6.7,10
7,2003,2.65,89,24,7.7,102
2,1986,2.65,41,103,9,40
6,2009,2.65,84,55,6.9,113
12,1996,2.65,48,105,7,4986
17,2006,2.65,71,24,7.9,47
6,2011,2.63,79,53,6.6,707
7,2000,2.63,78,18,7.8,21
5,2010,2.63,80,65,8,127
7,2004,2.62,90,37,8.2,84
5,2009,2.62,82,92,7.2,454
5,2011,2.62,90,42,7.7,134
17,2006,2.62,89,62,2,5481
5,2009,2.62,90,63,7.5,133
5,2010,2.61,74,71,6.7,288
7,2002,2.61,71,16,7.6,49
21,1990,2.6,80,67,9,3756
6,2009,2.6,91,50,8.7,529
7,2004,2.59,84,21,8.1,44
1,2007,2.58,79,47,8,124
6,2008,2.58,87,42,7.5,108
4,2008,2.58,73,4,7.7,7
7,2006,2.58,80,27,8.6,57
5,2007,2.57,80,24,7.4,114
7,2004,2.57,88,87,6,611
7,2007,2.57,78,11,7.8,17
17,2007,2.57,72,38,8.7,83
6,2007,2.56,57,107,1,8123
1,2010,2.56,31,27,2,3634
20,2001,2.56,73,28,8.3,179
2,1987,2.56,21,100,2,7244
5,2009,2.56,24,95,4,10264
6,2012,2.56,83,22,5.5,101
5,2009,2.56,86,68,7.9,725
20,2003,2.54,73,37,8,89
17,2009,2.54,87,68,7.8,98
5,2008,2.53,83,50,7,125
16,2009,2.53,53,18,1,5470
7,2001,2.52,80,15,7.9,46
4,2010,2.52,75,15,8,5
5,2013,2.52,87,23,4.9,150
12,2000,2.52,73,35,3,9846
1,2012,2.52,78,8,7,20
2,1986,2.52,64,53,9,2091
1,2008,2.5,50,23,5.4,16
7,2008,2.5,59,83,4,10346
12,1999,2.5,75,88,0,8103
5,2006,2.5,82,68,7.5,120
14,2003,2.49,24,30,4,7548
7,2002,2.49,79,31,8.8,96
1,2007,2.48,25,8,4.3,26
10,2015,2.48,92,100,8.6,6383
13,1998,2.48,42,81,7,8380
20,2002,2.47,70,26,7.4,74
5,2008,2.47,85,55,7.7,83
5,1897,2.47,92,72,8.2,178
6,2012,2.47,90,26,8,99
6,2011,2.47,82,50,7.7,384
6,2008,2.46,87,79,6.1,1889
10,2014,2.45,83,50,7,291
8,1992,2.45,95,50,0,2730
13,1997,2.45,83,12,8.2,190
6,2008,2.45,82,50,8.2,100
13,1996,2.44,75,78,8,9695
7,2003,2.43,81,26,8.4,42
15,1997,2.43,83,12,7,10568
1,2010,2.43,79,13,8,34
10,2015,2.43,29,4,7,7627
18,2016,2.42,78,17,3.1,290
18,2015,2.42,84,23,6.1,124
2,1988,2.42,86,11,8,7550
22,1998,2.42,52,58,9,9971
5,2008,2.42,82,66,7.8,176
1,2010,2.42,71,9,8,4402
6,2013,2.42,23,28,7,9525
17,2006,2.42,73,14,7.9,39
7,2003,2.41,66,28,8.2,92
6,2010,2.41,77,40,6.8,85
7,2001,2.41,82,16,8.4,53
13,1998,2.41,63,66,8,9478
7,2007,2.41,62,11,6.2,34
5,2011,2.4,82,73,8.1,487
13,1996,2.4,51,19,9,7204
2,1987,2.4,54,26,5,5876
15,1997,2.4,23,57,9,90
9,2006,2.39,73,4,1,5119
15,1994,2.39,32,36,6,3346
21,1993,2.39,77,41,4,7358
7,2005,2.38,91,65,8.7,173
6,2010,2.38,83,36,6.1,68
12,1998,2.38,57,26,9,1925
7,2001,2.38,38,28,7,1412
5,2011,2.37,71,75,6.9,627
15,2004,2.37,96,81,9.1,8665
7,2004,2.37,62,36,7.6,22
5,2007,2.37,85,46,6.4,108
7,2004,2.37,83,59,8.8,55
5,2010,2.37,42,10,5.5,16
6,2009,2.37,85,41,6.8,58
3,1995,2.36,23,40,4,2095
5,2008,2.35,81,66,8.5,142
3,1996,2.35,21,69,6,2609
3,1998,2.35,21,96,5,9938
5,2011,2.35,73,33,2.9,67
7,2007,2.34,71,11,7.2,31
11,2015,2.34,89,82,9,478
1,2011,2.34,78,22,6.6,28
7,2001,2.34,84,21,8.4,189
18,2015,2.34,86,14,6.2,115
5,2011,2.34,66,46,6.5,39
1,2008,2.32,40,106,8.6,16
12,2000,2.32,62,17,0,4669
13,1997,2.32,70,51,3,8355
7,2004,2.31,84,42,9.1,51
13,1999,2.31,86,14,8.5,28
8,1995,2.31,60,79,5,4304
15,2012,2.31,90,69,7.9,2954
13,1998,2.31,58,27,7,2445
11,2012,2.3,75,69,5.6,382
4,2004,2.3,62,47,9,8851
